statNm,statId,chgerId,chgerType,addr,addrDetail,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,floorNum,floorType,maker,charger_uid,coordinate_missing,coordinate_outlier,district_by_code,district_from_address,district_address_normalized,district_mismatch,is_deleted,is_limited,is_active_record,usable_for_spatial_analysis,district_before_correction,lat_before_correction,lng_before_correction,district_corrected,coordinate_corrected,correction_reason,district_final,coordinate_missing_final,coordinate_outlier_final,usable_for_district_analysis,usable_for_spatial_analysis_final,publicly_accessible,boundary_base_date,district_2024,district_code_2024,geometry_fixed,boundary_match_status
송도더샵그린스퀘어 G16기둥,IM000210,5,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 H25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 19:09:30,2026-07-15 15:40:55,2026-07-15 19:11:53,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000210_05,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G16기둥,IM000210,6,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 H25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 23:45:46,2026-07-15 21:53:14,2026-07-15 23:43:06,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000210_06,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 F24기둥,IM000211,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-14 00:06:52,2026-07-13 19:44:29,2026-07-14 00:01:10,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000211_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 F24기둥,IM000211,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 14:39:54,2026-07-15 11:17:42,2026-07-15 14:42:01,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000211_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 F24기둥,IM000211,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 05:03:29,2026-07-15 18:35:22,2026-07-16 05:05:24,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000211_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 F24기둥,IM000211,4,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-12 14:42:50,2026-07-12 11:47:21,2026-07-12 14:42:45,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000211_04,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 F24기둥,IM000211,5,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-13 15:54:29,2026-07-13 09:49:33,2026-07-13 15:55:03,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000211_05,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 F24기둥,IM000211,6,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 19:21:47,2026-07-15 17:23:09,2026-07-15 19:22:10,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000211_06,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G25기둥,IM000212,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-11 21:39:53,2026-07-11 13:58:09,2026-07-11 21:40:08,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000212_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G25기둥,IM000212,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-12 16:03:49,2026-07-12 11:52:37,2026-07-12 16:02:39,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000212_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G25기둥,IM000212,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-12 10:09:53,2026-07-12 01:35:15,2026-07-12 10:11:32,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000212_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G25기둥,IM000212,4,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-14 23:00:29,2026-07-14 18:44:03,2026-07-14 22:59:17,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000212_04,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G25기둥,IM000212,5,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-05 00:51:28,2026-07-04 15:15:57,2026-07-05 00:53:18,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000212_05,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G25기둥,IM000212,6,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-12 07:27:28,2026-07-11 17:58:54,2026-07-12 07:22:14,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000212_06,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000213,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-01 21:24:45,2026-07-01 15:55:54,2026-07-01 21:27:36,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000213_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000213,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-22 08:09:52,2026-05-25 19:13:13,2026-05-25 19:13:19,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000213_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000213,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M25기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-13 16:54:29,2026-07-13 14:32:07,2026-07-13 16:57:06,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000213_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000214,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M23기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 06:18:29,2026-07-14 18:52:40,2026-07-15 06:21:13,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000214_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000214,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M23기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 06:33:29,2026-07-15 18:04:17,2026-07-16 06:31:08,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000214_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000214,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M23기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 03:21:47,2026-07-14 21:28:05,2026-07-15 03:22:34,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000214_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000215,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M23기둥 2거점,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 21:27:47,2026-07-15 19:52:07,2026-07-15 21:30:08,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000215_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000215,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M23기둥 2거점,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-14 03:54:28,2026-07-13 17:28:22,2026-07-14 03:53:41,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000215_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 I25기둥,IM000215,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M23기둥 2거점,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-13 00:24:45,2026-07-12 20:26:22,2026-07-13 00:23:34,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000215_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 H16기둥,IM000216,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,커뮤니센터입구 우,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-13 20:09:52,2026-07-13 17:25:26,2026-07-13 20:09:05,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000216_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 H16기둥,IM000216,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,커뮤니센터입구 우,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-04 05:51:28,2026-06-30 18:46:12,2026-07-01 02:09:48,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000216_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 H16기둥,IM000216,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,커뮤니센터입구 우,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-12 22:03:49,2026-07-12 13:41:59,2026-07-12 22:04:19,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000216_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 H16기둥,IM000217,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,커뮤니센터입구 좌,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-12 00:30:51,2026-07-11 19:16:04,2026-07-12 00:29:14,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000217_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 H16기둥,IM000217,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,커뮤니센터입구 좌,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 23:33:49,2026-07-15 17:48:26,2026-07-15 23:30:40,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000217_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 H16기둥,IM000217,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,커뮤니센터입구 좌,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 01:30:29,2026-07-15 20:06:31,2026-07-16 01:29:42,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000217_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 H16기둥,IM000217,4,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,커뮤니센터입구 좌,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,1,2026-07-02 11:21:29,2026-07-01 19:26:33,2026-07-02 02:23:47,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000217_04,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 F24기둥,IM000218,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 G12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 02:24:48,2026-07-15 15:38:29,2026-07-16 02:24:20,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000218_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 F24기둥,IM000218,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 G12기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-13 21:39:52,2026-07-13 17:18:50,2026-07-13 21:37:18,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000218_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 M23기둥,IM000219,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I12 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-05-25 19:12:28,2026-05-25 13:55:39,2026-05-25 19:11:40,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000219_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 M23기둥,IM000219,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I12 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-27 00:00:46,2026-06-26 18:25:39,2026-06-27 00:00:35,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000219_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 M23기둥,IM000219,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I12 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-05-20 17:06:27,2026-05-12 17:54:38,2026-05-13 04:28:01,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000219_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 M23기둥,IM000219,4,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I12 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-11 02:18:41,2026-06-09 13:12:02,2026-06-09 15:54:52,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000219_04,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G25기둥,IM000220,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 G13기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-27 20:15:46,2026-06-27 16:28:39,2026-06-27 20:14:38,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000220_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 G25기둥,IM000220,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 G13기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-05 05:00:28,2026-07-04 16:41:02,2026-07-05 05:02:38,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000220_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000221,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-15 22:15:30,2026-07-15 17:45:35,2026-07-15 22:13:53,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000221_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000221,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-08 12:24:46,2026-07-08 09:50:54,2026-07-08 12:26:22,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000221_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000221,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-26 16:54:30,2026-06-26 13:30:28,2026-06-26 16:52:22,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000221_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000221,4,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 04:12:29,2026-07-15 22:50:07,2026-07-16 04:15:15,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000221_04,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000221,5,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-15 20:09:52,2026-06-15 15:16:09,2026-06-15 20:09:39,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000221_05,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000221,6,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 I13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-22 08:12:28,2026-06-02 21:04:29,2026-06-02 22:10:58,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000221_06,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000222,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K13기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-30 02:12:29,2026-06-29 21:09:43,2026-06-30 02:12:01,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000222_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000222,2,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K13기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-07-16 04:36:54,2026-07-15 19:45:02,2026-07-16 04:35:52,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000222_02,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 K25기둥,IM000222,3,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 K13기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-28 01:12:29,2026-06-27 22:04:37,2026-06-28 01:12:48,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000222_03,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
송도더샵그린스퀘어 M23기둥,IM000223,1,2,인천광역시 연수구 송도문화로28번길 81,송도더샵그린스퀘어,지하1층 M13 기둥,37.3,126.6,24시간 이용가능,IM,아이마켓코리아,아이마켓코리아,02-3708-5678,2,2026-06-11 12:06:28,2026-03-17 12:14:01,2026-03-17 22:11:16,,,7.0,단독,28,28185,H0,H001,Y,,Y,거주자외 출입제한,N,,N,2024,1,B,,IM000223_01,False,False,연수구,연수구,연수구,False,False,True,True,True,연수구,37.3,126.6,False,False,,연수구,False,False,True,True,False,,,,,unmatched
